publisher,genres,app_name,specs,price,early_access,developer,sentiment,metascore,release_year,Indie
Devolver Digital,"['Action', 'Indie']",Serious Sam Classic: The First Encounter,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Includes level editor']",9.99,False,Croteam,very positive,87.0,2001,1
TaleWorlds Entertainment,"['Action', 'RPG']",Mount & Blade: Warband,"['Single-player', 'Multi-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop']",19.99,False,TaleWorlds Entertainment,mostly Positive,78.0,2010,0
Beatnik Games,"['Action', 'Indie']",Plain Sight,"['Multi-player', 'Steam Achievements', 'Steam Leaderboards']",4.99,False,Beatnik Games,mostly Positive,76.0,2010,1
Fatshark,['Action'],Lead and Gold: Gangs of the Wild West,"['Multi-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",9.99,False,Fatshark,mixed,70.0,2010,0
Cold Beam Games,"['Action', 'Casual', 'Indie']",Beat Hazard,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",9.99,False,Cold Beam Games,mixed,70.0,2010,1
Kalypso Media Digital,"['Simulation', 'Strategy']",M.U.D. TV,['Single-player'],9.99,False,Realmforge Studios,mixed,53.0,2010,0
2K Play,"['Adventure', 'Indie']",The Misadventures of P.B. Winterbottom,"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",4.99,False,The Odd Gentlemen,mostly Positive,79.0,2010,1
THQ Nordic,['Action'],AquaNox 2: Revelation,['Single-player'],4.99,False,THQ Nordic,mixed,59.0,2003,0
THQ Nordic,['Action'],AquaNox,"['Single-player', 'Multi-player']",4.99,False,THQ Nordic,mixed,67.0,2001,0
ISOTX,"['Action', 'Indie']",Iron Grip: Warlord,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements']",,False,ISOTX,mixed,59.0,2008,1
"Konami Digital Entertainment, Inc., Konami Digital Entertainment GmbH","['Action', 'Adventure']",Rocket Knight,"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",14.99,False,Climax Studios,mixed,63.0,2010,0
SEGA,"['Action', 'RPG']",Alpha Protocol™,['Single-player'],14.99,False,Obsidian Entertainment,mostly Positive,72.0,2010,0
Team17 Digital Ltd,['Action'],Alien Breed: Impact,"['Single-player', 'Co-op', 'Steam Achievements', 'Partial Controller Support']",9.99,False,Team17 Software Ltd.,mixed,64.0,2010,0
Valve,['Action'],Alien Swarm,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Captions available', 'Steam Cloud', 'Stats', 'Includes level editor']",Free,False,Valve,mostly Positive,77.0,2010,0
Kalypso Media Digital,"['Strategy', 'RPG']",Disciples III - Renaissance Steam Special Edition,"['Single-player', 'Multi-player', 'Steam Achievements']",14.99,False,"Akella,.dat",mixed,56.0,2010,0
"Arcen Games, LLC","['Casual', 'Indie']",Tidalis,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Includes level editor']",4.99,False,"Arcen Games, LLC",mostly Positive,75.0,2010,1
Strategy First,"['Action', 'Casual', 'Indie']",Razor2: Hidden Skies,"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Leaderboards']",9.99,False,Invent4 Entertainment,mixed,61.0,2010,1
Square Enix,['Action'],Kane & Lynch 2: Dog Days,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Steam Leaderboards']",9.99,False,IO Interactive,mixed,66.0,2010,0
THQ Nordic,"['Simulation', 'Strategy']",The Guild II Renaissance,['Single-player'],9.99,False,Rune Forge,mixed,56.0,2010,0
1C Company,['Strategy'],Fantasy Wars,"['Single-player', 'Multi-player', 'Steam Cloud', 'Includes level editor']",4.99,False,Ino-Co,mixed,67.0,2010,0
"2K Games, Feral Interactive (Mac)",['Action'],Mafia II,"['Single-player', 'Steam Achievements', 'Partial Controller Support']",29.99,False,"2K Czech,Feral Interactive (Mac)",mostly Positive,77.0,2011,0
"Namco Networks America, Inc.","['RPG', 'Casual']",Puzzle Quest 2,"['Single-player', 'Multi-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Stats']",9.99,False,Infinite Interactive,positive,83.0,2010,0
P2 Games,['Action'],Burn Zombie Burn!,"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",9.99,False,doublesix,mostly Positive,72.0,2010,0
Paradox Interactive,['Simulation'],Ship Simulator Extremes,"['Single-player', 'Multi-player']",19.99,False,VStep,mixed,49.0,2010,0
Team17 Digital Ltd,['Strategy'],Worms Reloaded,"['Single-player', 'Multi-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",19.99,False,Team17 Digital Ltd,mostly Positive,79.0,2010,0
Factus Games,"['Indie', 'Simulation', 'Strategy']",Making History II: The War of the World,"['Single-player', 'Multi-player', 'Cross-Platform Multiplayer', 'Steam Trading Cards', 'Steam Workshop', 'Includes level editor']",14.99,False,Muzzy Lane Software,mixed,38.0,2010,1
Paradox Interactive,['Strategy'],Victoria II,"['Single-player', 'Multi-player', 'Steam Trading Cards']",19.99,False,Paradox Development Studio,mostly Positive,75.0,2010,0
GSC World Publishing,['Strategy'],Cossacks: Back to War,"['Single-player', 'Multi-player']",4.99,False,GSC Game World,mixed,60.0,2002,0
Terry Cavanagh,"['Action', 'Indie']",VVVVVV,"['Single-player', 'Full controller support']",4.99,False,Terry Cavanagh,positive,81.0,2010,1
Frictional Games,"['Action', 'Adventure', 'Indie']",Amnesia: The Dark Descent,"['Single-player', 'Full controller support', 'Captions available', 'Commentary available']",19.99,False,Frictional Games,positive,85.0,2010,1
Carpe Fulgur LLC,"['RPG', 'Indie']",Recettear: An Item Shop's Tale,"['Single-player', 'Partial Controller Support']",19.99,False,EasyGameStation,positive,82.0,2010,1
Kalypso Media Digital,['Strategy'],Patrician IV - Steam Special Edition,['Single-player'],14.99,False,Gaming Minds Studios,mixed,66.0,2010,0
1C Company,"['RPG', 'Strategy']",King's Bounty: Crossworlds,"['Single-player', 'Steam Cloud', 'Includes level editor']",14.99,False,Katauri Interactive,mostly Positive,78.0,2010,0
"2K Games, Aspyr (Mac, Linux)",['Strategy'],Sid Meier's Civilization® V,"['Single-player', 'Multi-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",29.99,False,"Firaxis Games,Aspyr (Mac, Linux)",very positive,90.0,2010,0
Devolver Digital,"['Action', 'Indie']",Serious Sam Classic: The Second Encounter,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Includes level editor']",9.99,False,Croteam,positive,85.0,2002,1
Krome Studios,"['Action', 'Adventure']",Blade Kitten,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",2.99,False,Krome Studios,mixed,52.0,2010,0
Team17 Digital Ltd,['Action'],Alien Breed 2: Assault,"['Single-player', 'Co-op', 'Steam Achievements', 'Partial Controller Support', 'Stats', 'Steam Leaderboards']",9.99,False,Team17 Digital Ltd,mixed,63.0,2010,0
THQ Nordic,"['Action', 'Adventure']",Darksiders™,"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud']",19.99,False,Vigil Games,positive,83.0,2010,0
Egosoft,"['Simulation', 'Strategy']",X: Beyond the Frontier,"['Single-player', 'Steam Cloud']",4.99,False,Egosoft,mixed,67.0,1999,0
Paradox Interactive,['Strategy'],The Kings' Crusade,"['Single-player', 'Multi-player']",9.99,False,NeoCoreGames,mostly Positive,71.0,2010,0
NCsoft,"['Action', 'RPG', 'Massively Multiplayer']",Guild Wars: Eye of the North®,"['Single-player', 'Multi-player', 'MMO', 'Co-op']",19.99,False,ArenaNet®,mostly Positive,79.0,2007,0
Paradox Interactive,"['RPG', 'Strategy']",Age of Wonders II: The Wizard's Throne,"['Single-player', 'Multi-player']",9.99,False,Triumph Studios,positive,86.0,2010,0
Paradox Interactive,"['RPG', 'Strategy']",Age of Wonders Shadow Magic,"['Single-player', 'Multi-player']",9.99,False,Triumph Studios,positive,82.0,2010,0
Electronic Arts,['Action'],Medal of Honor™,"['Single-player', 'Multi-player']",19.99,False,Electronic Arts,mostly Positive,72.0,2010,0
Headup Games,"['Indie', 'RPG', 'Strategy']",Grotesque Tactics: Evil Heroes,"['Single-player', 'Steam Achievements']",9.99,False,"Headup Games,Silent Dreams",mixed,65.0,2010,1
Capcom,"['Action', 'Adventure']",Lost Pl® 2,"['Single-player', 'Multi-player', 'Co-op', 'Partial Controller Support']",19.99,False,"CAPCOM CO., LTD.",mixed,63.0,2010,0
Stickmen Studios,"['Adventure', 'Casual', 'Indie']",Doc Clock: The Toasted Sandwich of Time,"['Single-player', 'Steam Achievements']",4.99,False,Stickmen Studios,mixed,62.0,2010,1
Bethesda Softworks,"['Action', 'RPG']",Fallout: New Vegas,"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Leaderboards']",9.99,False,Obsidian Entertainment,positive,84.0,2010,0
Noumenon Games,"['Indie', 'Racing']",Nimbus,"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",9.99,False,Noumenon Games,mostly Positive,80.0,2010,1
Electronic Arts,"['Action', 'Indie', 'RPG']",DeathSpank,"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",14.99,False,Hothead Games,mostly Positive,77.0,2010,1
Klei Entertainment,"['Action', 'Indie']",Shank,"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Cloud']",9.99,False,Klei Entertainment,mixed,67.0,2010,1
Tripwire Interactive,"['Action', 'Adventure', 'Indie']",The Ball,"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Stats', 'Steam Leaderboards']",9.99,False,Teotl Studios,mixed,68.0,2010,1
"LucasArts, Lucasfilm, Disney Interactive",['Action'],STAR WARS™: The Force Unleashed™ II,"['Single-player', 'Partial Controller Support', 'Steam Cloud']",19.99,False,Aspyr Studios,mixed,59.0,2010,0
Kalypso Media Digital,"['RPG', 'Simulation', 'Strategy']",Patrician III,['Single-player'],4.99,False,Ascaron Entertainment ltd.,mostly Positive,75.0,2010,0
Bohemia Interactive,['Adventure'],Alternativa,"['Single-player', 'Steam Cloud']",12.99,False,Centauri Production,mixed,63.0,2010,0
Activision,['Action'],Call of Duty®: Black Ops,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Partial Controller Support', 'Valve Anti-Cheat enabled']",39.99,False,Treyarch,positive,81.0,2010,0
Telltale Games,['Adventure'],Back to the Future: The Game,['Single-player'],19.99,False,Telltale Games,mostly Positive,74.0,2010,0
Rockstar Games,['Action'],Grand Theft Auto III,"['Single-player', 'Partial Controller Support']",9.99,False,Rockstar Games,very positive,93.0,2002,0
Rockstar Games,['Action'],Grand Theft Auto: San Andreas,['Single-player'],14.99,False,Rockstar Games,very positive,93.0,2005,0
Rockstar Games,['Action'],Grand Theft Auto: Vice City,"['Single-player', 'Partial Controller Support']",9.99,False,Rockstar Games,very positive,94.0,2003,0
Ubisoft,"['Action', 'Indie']",Zeit²,"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",9.99,False,Brightside Games,mostly Positive,72.0,2011,1
"Extend Studio, ORiGO GAMES","['Action', 'Indie']",A.R.E.S.: Extinction Agenda,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",4.99,False,Extend Studio,mixed,68.0,2011,1
BlueGiant Interactive,"['Action', 'Indie', 'Strategy']",APOX,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Stats', 'Steam Leaderboards']",14.99,False,BlueGiant Interactive,mixed,48.0,2011,1
Electronic Arts,['Action'],Dead Space™ 2,"['Single-player', 'Multi-player', 'Partial Controller Support']",19.99,False,Visceral Games,very positive,87.0,2011,0
Libredia,['Adventure'],Kaptain Brawe: A Brawe New World,['Single-player'],4.99,False,Cateia Games,mixed,69.0,2011,0
Uber Entertainment,"['Action', 'Strategy', 'Indie', 'Sports']",Monday Night Combat,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Partial Controller Support', 'Valve Anti-Cheat enabled', 'Stats', 'Steam Leaderboards']",4.99,False,Uber Entertainment,positive,82.0,2011,1
Electronic Arts,['Simulation'],The Sims™ 3,['Single-player'],19.99,False,The Sims Studio,positive,86.0,2009,0
Electronic Arts,['Simulation'],The Sims™ 3 World Adventures,"['Single-player', 'Downloadable Content']",19.99,False,The Sims Studio,positive,81.0,2009,0
Electronic Arts,['Simulation'],The Sims™ 3 Late Night,"['Single-player', 'Downloadable Content']",19.99,False,The Sims Studio,mostly Positive,74.0,2010,0
Electronic Arts,['Simulation'],The Sims™ 3 Ambitions,"['Single-player', 'Downloadable Content']",19.99,False,The Sims Studio,mostly Positive,74.0,2010,0
Kalypso Media Digital,"['Action', 'Casual', 'Indie']",Who's That Flying?!,"['Single-player', 'Steam Achievements', 'Full controller support', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",5.99,False,Mediatonic,mostly Positive,76.0,2011,1
"Topware Interactive, ACE",['RPG'],Two Worlds II HD,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'In-App Purchases', 'Steam Cloud']",19.99,False,Reality Pump Studios,mostly Positive,76.0,2011,0
Nordic Games,['Casual'],YOU DON’T KNOW JACK®,"['Single-player', 'Shared/Split Screen', 'Steam Achievements']",,False,Jellyvision,mostly Positive,71.0,2011,0
Atari,['Racing'],Test Drive Unlimited 2,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements']",19.99,False,Eden Studios,mostly Positive,72.0,2011,0
Kalypso Media Digital,"['RPG', 'Strategy']",DUNGEONS - Steam Special Edition,['Single-player'],9.99,False,Realmforge Studios,mixed,65.0,2011,0
Electronic Arts,['Strategy'],RISK™: Factions,"['Single-player', 'Multi-player', 'Steam Achievements', 'Partial Controller Support']",9.99,False,Stainless Games,mostly Positive,77.0,2011,0
Deep Silver,['Action'],Homefront,"['Single-player', 'Multi-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Valve Anti-Cheat enabled']",19.99,False,"Kaos Studios,Digital Extremes",mixed,70.0,2011,0
Red Redemption,"['Casual', 'Indie', 'Simulation', 'Strategy']",Fate of the World,"['Single-player', 'Steam Achievements', 'Steam Cloud']",9.99,False,Red Redemption,mixed,70.0,2011,1
Trion Worlds,"['Free to Play', 'Massively Multiplayer', 'RPG']",RIFT,"['Multi-player', 'Online Multi-Player', 'MMO', 'Co-op', 'Online Co-op', 'Steam Trading Cards', 'In-App Purchases']",Free to Play,False,Trion Worlds,positive,84.0,2013,0
Viva Media,['Action'],Shadow Harvest: Phantom Ops,"['Single-player', 'Steam Cloud']",9.99,False,Black Lion Studios,mixed,34.0,2011,0
11 bit studios,"['Action', 'Indie', 'Strategy']",Anomaly: Warzone Earth,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",9.99,False,11 bit studios,mostly Positive,80.0,2011,1
Iceberg Interactive,['Strategy'],Armada 2526,"['Single-player', 'Shared/Split Screen']",14.99,False,Ntronium Games,mixed,66.0,2010,0
Paradox Interactive,['Strategy'],Darkest Hour: A Hearts of Iron Game,"['Single-player', 'Multi-player']",9.99,False,Martin Ivanov,positive,81.0,2011,0
800 North and Digital Ranch,"['Action', 'Indie']",Dino D-Day,"['Multi-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Stats']",9.99,False,800 North and Digital Ranch,mixed,53.0,2011,1
Kalypso Media Digital,['Strategy'],Patrician IV: Rise of a Dynasty,"['Single-player', 'Multi-player', 'Co-op', 'Downloadable Content']",9.99,False,Gaming Minds Studios,mixed,67.0,2011,0
Valve,"['Action', 'Adventure']",Portal 2,"['Single-player', 'Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Workshop', 'Steam Cloud', 'Stats', 'Includes level editor', 'Commentary available']",19.99,False,Valve,very positive,95.0,2011,0
Coffee Stain Publishing,"['Action', 'Casual', 'Indie', 'Strategy']",Sanctum,"['Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",9.99,False,Coffee Stain Studios,mixed,70.0,2011,1
Mode 7,"['Indie', 'Strategy']",Frozen Synapse,"['Single-player', 'Multi-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Turn Notifications']",24.99,False,Mode 7,positive,85.0,2011,1
Bethesda Softworks,"['Action', 'Adventure']",Hunted: The Demon’s Forge™,"['Partial Controller Support', 'Steam Cloud']",4.99,False,inXile Entertainment,mixed,61.0,2011,0
Fatshark,"['Adventure', 'Casual', 'Indie']",Hamilton's Great Adventure,"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",9.99,False,Fatshark,mostly Positive,77.0,2011,1
Electronic Arts,['Simulation'],The Sims™ 3 Generations,"['Single-player', 'Downloadable Content']",19.99,False,The Sims Studio,mixed,70.0,2011,0
Atari,"['Action', 'Adventure']",Ghostbusters: Sanctum of Slime Challenge Pack DLC,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support']",1.99,False,Behaviour,mixed,43.0,2011,0
Microids,['Adventure'],Still Life 2,['Single-player'],7.99,False,Microids,mixed,67.0,2009,0
Microids,['Adventure'],Still Life,['Single-player'],7.99,False,Microids,mostly Positive,75.0,2005,0
Square Enix,"['Action', 'RPG']",Dungeon Siege III,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Steam Cloud']",14.99,False,Obsidian Entertainment,mostly Positive,72.0,2011,0
2K Games,['Action'],Duke Nukem Forever,"['Single-player', 'Multi-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",19.99,False,Gearbox Software,mixed,54.0,2011,0
Perfect World Entertainment,"['Free to Play', 'Massively Multiplayer', 'RPG']",Champions Online,"['Multi-player', 'MMO', 'Co-op', 'Steam Achievements']",Free to Play,False,Cryptic Studios,mostly Positive,72.0,2009,0
,"['Action', 'Adventure', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG']",Spiral Knights,"['Single-player', 'Multi-player', 'MMO', 'Co-op', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases', 'Partial Controller Support']",Free to Play,False,Grey Havens,mixed,64.0,2011,1
