genres,app_name,specs,price,early_access,developer,sentiment,metascore,release_year
['Action'],Burn Zombie Burn!,"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",9.99,False,doublesix,mostly Positive,72.0,2010
['Simulation'],Ship Simulator Extremes,"['Single-player', 'Multi-player']",19.99,False,VStep,mixed,49.0,2010
['Strategy'],Worms Reloaded,"['Single-player', 'Multi-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",19.99,False,Team17 Digital Ltd,mostly Positive,79.0,2010
"['Indie', 'Simulation', 'Strategy']",Making History II: The War of the World,"['Single-player', 'Multi-player', 'Cross-Platform Multiplayer', 'Steam Trading Cards', 'Steam Workshop', 'Includes level editor']",14.99,False,Muzzy Lane Software,mixed,38.0,2010
['Strategy'],Victoria II,"['Single-player', 'Multi-player', 'Steam Trading Cards']",19.99,False,Paradox Development Studio,mostly Positive,75.0,2010
['Strategy'],Cossacks: Back to War,"['Single-player', 'Multi-player']",4.99,False,GSC Game World,mixed,60.0,2002
"['Action', 'Indie']",VVVVVV,"['Single-player', 'Full controller support']",4.99,False,Terry Cavanagh,positive,81.0,2010
"['Action', 'Adventure', 'Indie']",Amnesia: The Dark Descent,"['Single-player', 'Full controller support', 'Captions available', 'Commentary available']",19.99,False,Frictional Games,positive,85.0,2010
"['RPG', 'Indie']",Recettear: An Item Shop's Tale,"['Single-player', 'Partial Controller Support']",19.99,False,EasyGameStation,positive,82.0,2010
['Strategy'],Patrician IV - Steam Special Edition,['Single-player'],14.99,False,Gaming Minds Studios,mixed,66.0,2010
"['RPG', 'Strategy']",King's Bounty: Crossworlds,"['Single-player', 'Steam Cloud', 'Includes level editor']",14.99,False,Katauri Interactive,mostly Positive,78.0,2010
['Strategy'],Sid Meier's Civilization® V,"['Single-player', 'Multi-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",29.99,False,"Firaxis Games,Aspyr (Mac, Linux)",very positive,90.0,2010
"['Action', 'Indie']",Serious Sam Classic: The Second Encounter,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Includes level editor']",9.99,False,Croteam,positive,85.0,2002
"['Action', 'Adventure']",Blade Kitten,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",2.99,False,Krome Studios,mixed,52.0,2010
['Action'],Alien Breed 2: Assault,"['Single-player', 'Co-op', 'Steam Achievements', 'Partial Controller Support', 'Stats', 'Steam Leaderboards']",9.99,False,Team17 Digital Ltd,mixed,63.0,2010
"['Action', 'Adventure']",Darksiders™,"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud']",19.99,False,Vigil Games,positive,83.0,2010
"['Simulation', 'Strategy']",X: Beyond the Frontier,"['Single-player', 'Steam Cloud']",4.99,False,Egosoft,mixed,67.0,1999
['Strategy'],The Kings' Crusade,"['Single-player', 'Multi-player']",9.99,False,NeoCoreGames,mostly Positive,71.0,2010
"['Action', 'RPG', 'Massively Multiplayer']",Guild Wars: Eye of the North®,"['Single-player', 'Multi-player', 'MMO', 'Co-op']",19.99,False,ArenaNet®,mostly Positive,79.0,2007
"['RPG', 'Strategy']",Age of Wonders II: The Wizard's Throne,"['Single-player', 'Multi-player']",9.99,False,Triumph Studios,positive,86.0,2010
"['RPG', 'Strategy']",Age of Wonders Shadow Magic,"['Single-player', 'Multi-player']",9.99,False,Triumph Studios,positive,82.0,2010
['Action'],Medal of Honor™,"['Single-player', 'Multi-player']",19.99,False,Electronic Arts,mostly Positive,72.0,2010
"['Indie', 'RPG', 'Strategy']",Grotesque Tactics: Evil Heroes,"['Single-player', 'Steam Achievements']",9.99,False,"Headup Games,Silent Dreams",mixed,65.0,2010
"['Action', 'Adventure']",Lost Pl® 2,"['Single-player', 'Multi-player', 'Co-op', 'Partial Controller Support']",19.99,False,"CAPCOM CO., LTD.",mixed,63.0,2010
"['Adventure', 'Casual', 'Indie']",Doc Clock: The Toasted Sandwich of Time,"['Single-player', 'Steam Achievements']",4.99,False,Stickmen Studios,mixed,62.0,2010
"['Action', 'RPG']",Fallout: New Vegas,"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Leaderboards']",9.99,False,Obsidian Entertainment,positive,84.0,2010
"['Indie', 'Racing']",Nimbus,"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",9.99,False,Noumenon Games,mostly Positive,80.0,2010
"['Action', 'Indie', 'RPG']",DeathSpank,"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",14.99,False,Hothead Games,mostly Positive,77.0,2010
"['Action', 'Indie']",Shank,"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Cloud']",9.99,False,Klei Entertainment,mixed,67.0,2010
"['Action', 'Adventure', 'Indie']",The Ball,"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Stats', 'Steam Leaderboards']",9.99,False,Teotl Studios,mixed,68.0,2010
['Action'],STAR WARS™: The Force Unleashed™ II,"['Single-player', 'Partial Controller Support', 'Steam Cloud']",19.99,False,Aspyr Studios,mixed,59.0,2010
"['RPG', 'Simulation', 'Strategy']",Patrician III,['Single-player'],4.99,False,Ascaron Entertainment ltd.,mostly Positive,75.0,2010
['Adventure'],Alternativa,"['Single-player', 'Steam Cloud']",12.99,False,Centauri Production,mixed,63.0,2010
['Action'],Call of Duty®: Black Ops,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Partial Controller Support', 'Valve Anti-Cheat enabled']",39.99,False,Treyarch,positive,81.0,2010
['Adventure'],Back to the Future: The Game,['Single-player'],19.99,False,Telltale Games,mostly Positive,74.0,2010
['Action'],Grand Theft Auto III,"['Single-player', 'Partial Controller Support']",9.99,False,Rockstar Games,very positive,93.0,2002
['Action'],Grand Theft Auto: San Andreas,['Single-player'],14.99,False,Rockstar Games,very positive,93.0,2005
['Action'],Grand Theft Auto: Vice City,"['Single-player', 'Partial Controller Support']",9.99,False,Rockstar Games,very positive,94.0,2003
"['Action', 'Indie']",Zeit²,"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",9.99,False,Brightside Games,mostly Positive,72.0,2011
"['Action', 'Indie']",A.R.E.S.: Extinction Agenda,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",4.99,False,Extend Studio,mixed,68.0,2011
"['Action', 'Indie', 'Strategy']",APOX,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Stats', 'Steam Leaderboards']",14.99,False,BlueGiant Interactive,mixed,48.0,2011
['Action'],Dead Space™ 2,"['Single-player', 'Multi-player', 'Partial Controller Support']",19.99,False,Visceral Games,very positive,87.0,2011
['Adventure'],Kaptain Brawe: A Brawe New World,['Single-player'],4.99,False,Cateia Games,mixed,69.0,2011
"['Action', 'Strategy', 'Indie', 'Sports']",Monday Night Combat,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Partial Controller Support', 'Valve Anti-Cheat enabled', 'Stats', 'Steam Leaderboards']",4.99,False,Uber Entertainment,positive,82.0,2011
['Simulation'],The Sims™ 3,['Single-player'],19.99,False,The Sims Studio,positive,86.0,2009
['Simulation'],The Sims™ 3 World Adventures,"['Single-player', 'Downloadable Content']",19.99,False,The Sims Studio,positive,81.0,2009
['Simulation'],The Sims™ 3 Late Night,"['Single-player', 'Downloadable Content']",19.99,False,The Sims Studio,mostly Positive,74.0,2010
['Simulation'],The Sims™ 3 Ambitions,"['Single-player', 'Downloadable Content']",19.99,False,The Sims Studio,mostly Positive,74.0,2010
"['Action', 'Casual', 'Indie']",Who's That Flying?!,"['Single-player', 'Steam Achievements', 'Full controller support', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",5.99,False,Mediatonic,mostly Positive,76.0,2011
['RPG'],Two Worlds II HD,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'In-App Purchases', 'Steam Cloud']",19.99,False,Reality Pump Studios,mostly Positive,76.0,2011
['Casual'],YOU DON’T KNOW JACK®,"['Single-player', 'Shared/Split Screen', 'Steam Achievements']",,False,Jellyvision,mostly Positive,71.0,2011
['Racing'],Test Drive Unlimited 2,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements']",19.99,False,Eden Studios,mostly Positive,72.0,2011
"['RPG', 'Strategy']",DUNGEONS - Steam Special Edition,['Single-player'],9.99,False,Realmforge Studios,mixed,65.0,2011
['Strategy'],RISK™: Factions,"['Single-player', 'Multi-player', 'Steam Achievements', 'Partial Controller Support']",9.99,False,Stainless Games,mostly Positive,77.0,2011
['Action'],Homefront,"['Single-player', 'Multi-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Valve Anti-Cheat enabled']",19.99,False,"Kaos Studios,Digital Extremes",mixed,70.0,2011
"['Casual', 'Indie', 'Simulation', 'Strategy']",Fate of the World,"['Single-player', 'Steam Achievements', 'Steam Cloud']",9.99,False,Red Redemption,mixed,70.0,2011
"['Free to Play', 'Massively Multiplayer', 'RPG']",RIFT,"['Multi-player', 'Online Multi-Player', 'MMO', 'Co-op', 'Online Co-op', 'Steam Trading Cards', 'In-App Purchases']",Free to Play,False,Trion Worlds,positive,84.0,2013
['Action'],Shadow Harvest: Phantom Ops,"['Single-player', 'Steam Cloud']",9.99,False,Black Lion Studios,mixed,34.0,2011
"['Action', 'Indie', 'Strategy']",Anomaly: Warzone Earth,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",9.99,False,11 bit studios,mostly Positive,80.0,2011
['Strategy'],Armada 2526,"['Single-player', 'Shared/Split Screen']",14.99,False,Ntronium Games,mixed,66.0,2010
['Strategy'],Darkest Hour: A Hearts of Iron Game,"['Single-player', 'Multi-player']",9.99,False,Martin Ivanov,positive,81.0,2011
"['Action', 'Indie']",Dino D-Day,"['Multi-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Stats']",9.99,False,800 North and Digital Ranch,mixed,53.0,2011
['Strategy'],Patrician IV: Rise of a Dynasty,"['Single-player', 'Multi-player', 'Co-op', 'Downloadable Content']",9.99,False,Gaming Minds Studios,mixed,67.0,2011
"['Action', 'Adventure']",Portal 2,"['Single-player', 'Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Workshop', 'Steam Cloud', 'Stats', 'Includes level editor', 'Commentary available']",19.99,False,Valve,very positive,95.0,2011
"['Action', 'Casual', 'Indie', 'Strategy']",Sanctum,"['Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",9.99,False,Coffee Stain Studios,mixed,70.0,2011
"['Indie', 'Strategy']",Frozen Synapse,"['Single-player', 'Multi-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Turn Notifications']",24.99,False,Mode 7,positive,85.0,2011
"['Action', 'Adventure']",Hunted: The Demon’s Forge™,"['Partial Controller Support', 'Steam Cloud']",4.99,False,inXile Entertainment,mixed,61.0,2011
"['Adventure', 'Casual', 'Indie']",Hamilton's Great Adventure,"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",9.99,False,Fatshark,mostly Positive,77.0,2011
['Simulation'],The Sims™ 3 Generations,"['Single-player', 'Downloadable Content']",19.99,False,The Sims Studio,mixed,70.0,2011
"['Action', 'Adventure']",Ghostbusters: Sanctum of Slime Challenge Pack DLC,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support']",1.99,False,Behaviour,mixed,43.0,2011
['Adventure'],Still Life 2,['Single-player'],7.99,False,Microids,mixed,67.0,2009
['Adventure'],Still Life,['Single-player'],7.99,False,Microids,mostly Positive,75.0,2005
"['Action', 'RPG']",Dungeon Siege III,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Steam Cloud']",14.99,False,Obsidian Entertainment,mostly Positive,72.0,2011
['Action'],Duke Nukem Forever,"['Single-player', 'Multi-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",19.99,False,Gearbox Software,mixed,54.0,2011
"['Free to Play', 'Massively Multiplayer', 'RPG']",Champions Online,"['Multi-player', 'MMO', 'Co-op', 'Steam Achievements']",Free to Play,False,Cryptic Studios,mostly Positive,72.0,2009
"['Action', 'Adventure', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG']",Spiral Knights,"['Single-player', 'Multi-player', 'MMO', 'Co-op', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases', 'Partial Controller Support']",Free to Play,False,Grey Havens,mixed,64.0,2011
['Strategy'],Magic: The Gathering - Duels of the Planeswalkers 2012,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",19.99,False,Stainless Games Ltd,mostly Positive,77.0,2011
"['Indie', 'Casual']",Solar 2,"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Stats']",9.99,False,Murudai,mostly Positive,72.0,2011
['Action'],F.E.A.R. 3,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",19.99,False,Day 1 Studios,mostly Positive,74.0,2011
"['Adventure', 'Casual']",Puzzle Agent 2,"['Single-player', 'Steam Achievements']",9.99,False,Telltale Games,mixed,63.0,2011
"['Action', 'Adventure', 'Indie']",Tobe's Vertical Adventure,"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",0.99,False,Secret Base,mostly Positive,75.0,2011
['Simulation'],IL-2 Sturmovik: Cliffs of Dover,"['Single-player', 'Multi-player', 'Partial Controller Support', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Stats']",,False,1C: Maddox Games,mixed,60.0,2011
"['Adventure', 'Indie', 'RPG']",Runespell: Overture,"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",9.99,False,Mystic Box,mixed,69.0,2011
"['Simulation', 'Strategy']",Tropico 4,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",14.99,False,Haemimont Games,mostly Positive,78.0,2011
"['Action', 'Indie']",EDGE,"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",6.99,False,Two Tribes,mostly Positive,74.0,2011
"['Action', 'Indie', 'RPG', 'Strategy']",Space Pirates and Zombies,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Stats']",9.99,False,MinMax Games Ltd.,mostly Positive,74.0,2011
"['Action', 'RPG']",Fallout New Vegas®: Lonesome Road™,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",4.99,False,Obsidian Entertainment,mixed,57.0,2011
"['Action', 'Adventure', 'RPG']",The Baconing,"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",14.99,False,Hothead Games,mixed,63.0,2011
['Action'],"Warhammer 40,000: Space Marine","['Single-player', 'Multi-player', 'Steam Achievements', 'Full controller support', 'Steam Leaderboards']",29.99,False,Relic,mostly Positive,74.0,2011
['Strategy'],Men of War: Vietnam,"['Single-player', 'Multi-player', 'Co-op', 'Steam Cloud', 'Includes level editor']",7.99,False,1C Company,mixed,68.0,2011
"['Action', 'Indie']",Hard Reset Extended Edition,"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Stats', 'Steam Leaderboards']",14.99,False,Flying Wild Hog,mostly Positive,73.0,2012
"['Action', 'Indie', 'Racing', 'Strategy']",Rock of Ages,"['Single-player', 'Multi-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",9.99,False,ACE Team,mostly Positive,74.0,2011
"['Action', 'Massively Multiplayer', 'Simulation']",Red Orchestra 2: Heroes of Stalingrad with Rising Storm,"['Multi-player', 'Online Multi-Player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Valve Anti-Cheat enabled', 'Stats', 'Includes level editor']",19.99,False,Tripwire Interactive,mostly Positive,76.0,2011
"['Action', 'Adventure']",Call of Juarez®: The Cartel,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Partial Controller Support', 'Steam Leaderboards']",9.99,False,,mixed,51.0,2011
"['RPG', 'Simulation', 'Strategy']",Sengoku,"['Single-player', 'Multi-player', 'Steam Trading Cards']",9.99,False,Paradox Development Studio,mixed,70.0,2011
['RPG'],Two Worlds II - Pirates of the Flying Fortress,"['Single-player', 'Multi-player', 'Downloadable Content']",9.99,False,Reality Pump Studios,mostly Positive,78.0,2011
"['RPG', 'Strategy']",Might & Magic: Heroes VI,,19.99,False,Blackhole,mostly Positive,77.0,2011
['Strategy'],Supreme Commander: Forged Alliance,"['Single-player', 'Multi-player']",14.99,False,Gas Powered Games,positive,81.0,2011
"['Action', 'Adventure', 'Indie', 'RPG']",The Binding of Isaac,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",4.99,False,Edmund McMillen and Florian Himsl,positive,84.0,2011
"['Racing', 'Simulation']",Off-Road Drive,"['Single-player', 'Multi-player', 'Steam Cloud']",4.99,False,1C-Avalon,mixed,60.0,2011
['Strategy'],Supreme Commander,"['Single-player', 'Multi-player']",14.99,False,Gas Powered Games,positive,86.0,2007
